path,label,dataset,speaker_id,language,generator_id,attack_type,codec,sample_rate,license,split,duration_s,text,source_url
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/0.wav,synthetic,in_the_wild,Alec Guinness,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/1.wav,synthetic,in_the_wild,Alec Guinness,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/2.wav,synthetic,in_the_wild,Barack Obama,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/3.wav,synthetic,in_the_wild,Alec Guinness,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/4.wav,real,in_the_wild,Christopher Hitchens,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/5.wav,real,in_the_wild,Ayn Rand,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/6.wav,synthetic,in_the_wild,Barack Obama,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/7.wav,real,in_the_wild,Donald Trump,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/8.wav,real,in_the_wild,Donald Trump,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/9.wav,real,in_the_wild,Alec Guinness,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,,,https://huggingface.co/datasets/mueller91/In-The-Wild
